cod_cliente;qtd_comprada;ativo;data_compra
316;26;B3SA3.SA;2022-07-13
4543;31;RBVA11.SA;2022-05-09
2532;22;IRDM11.SA;2022-07-14
2884;58;RBVA11.SA;2022-02-18
2350;38;VALE3.SA;2022-04-11
3523;87;FLRY3.SA;2022-09-27
839;53;VINO11.SA;2022-07-14
4198;41;VALE3.SA;2022-10-07
3461;6;ITUB4.SA;2022-03-10
2791;32;BBDC4.SA;2022-03-11
2566;62;B3SA3.SA;2022-09-16
3418;47;RBVA11.SA;2022-04-18
3543;33;BBDC4.SA;2022-11-16
545;58;ITUB4.SA;2022-10-03
3093;12;B3SA3.SA;2022-01-20
33;41;HGBS11.SA;2022-08-29
3878;54;HGLG11.SA;2022-12-23
2140;70;HGBS11.SA;2022-08-25
1945;12;VALE3.SA;2022-10-14
2941;15;RBVA11.SA;2022-08-16
2527;30;HGBS11.SA;2022-12-13
2604;65;RBVA11.SA;2022-01-27
3548;47;HGBS11.SA;2022-06-23
1505;13;MGLU3.SA;2022-05-02
1907;49;PETR4.SA;2022-03-03
3375;37;IRDM11.SA;2022-06-15
3528;34;B3SA3.SA;2022-08-03
4903;32;FLRY3.SA;2022-09-12
4367;32;BBDC4.SA;2022-05-31
4499;2;BBDC4.SA;2022-12-16
2591;77;HGBS11.SA;2022-07-12
3608;28;IRDM11.SA;2022-07-06
2676;36;VINO11.SA;2022-10-25
2070;51;B3SA3.SA;2022-06-22
1961;11;ITUB4.SA;2022-09-14
4021;9;B3SA3.SA;2022-02-03
905;12;MGLU3.SA;2022-12-27
1737;90;RBVA11.SA;2022-03-10
1948;67;PETR4.SA;2022-06-22
3560;26;HGLG11.SA;2022-11-08
2591;49;IRDM11.SA;2022-05-05
1909;64;PETR4.SA;2022-09-23
2465;77;PETR4.SA;2022-12-23
4007;21;IRDM11.SA;2022-12-06
2072;71;ITUB4.SA;2022-10-18
3566;12;BBDC4.SA;2022-12-19
262;27;MGLU3.SA;2022-03-16
3030;57;BBDC4.SA;2022-04-22
3736;62;BBDC4.SA;2022-05-18
1960;44;HGLG11.SA;2022-02-07
318;17;FLRY3.SA;2022-04-13
4380;56;PETR4.SA;2022-03-22
1763;38;IRDM11.SA;2022-12-27
4195;12;ITUB4.SA;2022-12-06
1593;50;MGLU3.SA;2022-03-25
1024;75;VINO11.SA;2022-10-25
3406;92;VINO11.SA;2022-03-02
2744;6;HGLG11.SA;2022-03-09
2582;11;HGBS11.SA;2022-06-23
2166;59;IRDM11.SA;2022-11-14
1213;68;HGBS11.SA;2022-06-27
2240;20;RBVA11.SA;2022-07-18
1845;92;RBVA11.SA;2022-12-23
3179;23;FLRY3.SA;2022-06-27
4649;92;PETR4.SA;2022-05-18
2162;5;HGLG11.SA;2022-07-18
2933;89;VINO11.SA;2022-07-05
2380;84;PETR4.SA;2022-01-18
3062;14;MGLU3.SA;2022-11-10
3100;31;ITUB4.SA;2022-08-04
4337;36;VALE3.SA;2022-02-15
3514;51;PETR4.SA;2022-05-12
928;54;BBDC4.SA;2022-10-05
4235;81;HGBS11.SA;2022-09-16
3321;17;HGBS11.SA;2022-03-22
4730;29;IRDM11.SA;2022-10-03
3441;57;ITUB4.SA;2022-11-23
1133;88;HGLG11.SA;2022-04-13
1693;68;VALE3.SA;2022-12-13
1301;69;HGBS11.SA;2022-11-23
4618;34;BBDC4.SA;2022-01-27
4704;41;HGLG11.SA;2022-05-09
2246;15;IRDM11.SA;2022-10-11
2969;66;B3SA3.SA;2022-12-27
3343;99;RBVA11.SA;2022-08-08
665;66;ITUB4.SA;2022-04-18
4454;98;MGLU3.SA;2022-01-27
4356;71;FLRY3.SA;2022-12-02
1082;97;BBDC4.SA;2022-11-03
569;64;FLRY3.SA;2022-10-18
405;8;FLRY3.SA;2022-12-01
509;40;HGBS11.SA;2022-05-12
3437;91;FLRY3.SA;2022-09-02
4715;49;HGLG11.SA;2022-03-03
4603;11;VALE3.SA;2022-11-03
4757;75;B3SA3.SA;2022-01-26
3019;93;VINO11.SA;2022-04-29
2976;17;ITUB4.SA;2022-08-31
4815;27;VALE3.SA;2022-03-21
960;24;VALE3.SA;2022-10-28
11;88;BBDC4.SA;2022-12-02
4111;32;MGLU3.SA;2022-10-18
4319;15;BBDC4.SA;2022-09-26
1472;87;MGLU3.SA;2022-09-14
4515;32;BBDC4.SA;2022-03-15
2002;68;VALE3.SA;2022-02-21
2962;26;BBDC4.SA;2022-03-30
1315;100;FLRY3.SA;2022-09-01
2100;72;IRDM11.SA;2022-02-03
3482;29;ITUB4.SA;2022-04-08
4570;18;HGBS11.SA;2022-02-11
3881;12;HGLG11.SA;2022-11-30
4098;99;VINO11.SA;2022-07-15
3083;20;RBVA11.SA;2022-12-27
4785;70;HGBS11.SA;2022-11-30
4353;96;VINO11.SA;2022-08-29
1888;16;BBDC4.SA;2022-06-15
3703;14;HGLG11.SA;2022-04-19
3704;80;PETR4.SA;2022-12-01
2650;97;B3SA3.SA;2022-06-30
3635;52;FLRY3.SA;2022-09-09
1420;78;BBDC4.SA;2022-01-14
4913;21;RBVA11.SA;2022-10-14
1814;80;HGBS11.SA;2022-07-27
3554;87;HGBS11.SA;2022-06-24
752;30;B3SA3.SA;2022-01-28
4512;83;MGLU3.SA;2022-05-06
764;81;IRDM11.SA;2022-10-04
3674;13;PETR4.SA;2022-01-12
3892;95;VALE3.SA;2022-08-24
3043;43;VALE3.SA;2022-04-04
3440;32;HGBS11.SA;2022-09-28
2294;19;BBDC4.SA;2022-03-10
2303;43;RBVA11.SA;2022-09-28
1703;22;MGLU3.SA;2022-03-18
3123;100;B3SA3.SA;2022-11-18
4440;20;B3SA3.SA;2022-07-20
2566;56;B3SA3.SA;2022-08-23
2613;21;ITUB4.SA;2022-07-29
646;19;IRDM11.SA;2022-01-06
3195;61;FLRY3.SA;2022-10-18
1791;66;HGLG11.SA;2022-11-23
2740;86;ITUB4.SA;2022-05-02
3351;58;ITUB4.SA;2022-12-15
3142;80;PETR4.SA;2022-04-13
4820;4;VINO11.SA;2022-03-14
1709;75;HGLG11.SA;2022-07-05
1632;71;RBVA11.SA;2022-05-13
321;32;BBDC4.SA;2022-12-14
774;82;MGLU3.SA;2022-10-04
1463;3;FLRY3.SA;2022-05-18
4669;34;BBDC4.SA;2022-01-11
4794;85;FLRY3.SA;2022-10-04
2604;64;FLRY3.SA;2022-01-04
514;52;MGLU3.SA;2022-08-19
2744;32;RBVA11.SA;2022-05-25
2015;14;IRDM11.SA;2022-03-03
1494;80;VINO11.SA;2022-01-21
2576;8;VINO11.SA;2022-11-29
2115;42;VALE3.SA;2022-09-21
4732;72;VINO11.SA;2022-09-09
1390;98;VINO11.SA;2022-11-30
4069;33;VALE3.SA;2022-03-02
14;45;VINO11.SA;2022-09-01
207;88;BBDC4.SA;2022-02-11
3156;8;HGBS11.SA;2022-07-05
179;27;BBDC4.SA;2022-03-25
545;16;HGLG11.SA;2022-08-24
3049;4;MGLU3.SA;2022-05-23
4652;33;HGBS11.SA;2022-10-11
3375;84;HGBS11.SA;2022-03-08
595;53;PETR4.SA;2022-11-22
4317;61;HGBS11.SA;2022-09-05
4913;13;ITUB4.SA;2022-03-08
1846;76;BBDC4.SA;2022-03-03
750;69;VINO11.SA;2022-02-04
3884;18;ITUB4.SA;2022-03-11
2159;70;RBVA11.SA;2022-05-30
1815;22;ITUB4.SA;2022-01-05
2175;49;RBVA11.SA;2022-07-15
4125;39;ITUB4.SA;2022-04-06
923;6;BBDC4.SA;2022-11-28
3978;44;VALE3.SA;2022-05-26
4370;14;B3SA3.SA;2022-01-28
520;33;HGLG11.SA;2022-12-23
318;29;B3SA3.SA;2022-06-24
4482;19;HGBS11.SA;2022-11-17
85;68;ITUB4.SA;2022-05-11
4673;53;ITUB4.SA;2022-10-05
3363;30;HGLG11.SA;2022-02-07
4568;54;FLRY3.SA;2022-01-20
2333;47;B3SA3.SA;2022-02-15
3656;100;VALE3.SA;2022-05-27
2321;96;B3SA3.SA;2022-11-01
421;52;B3SA3.SA;2022-09-06
4552;44;BBDC4.SA;2022-02-17
4566;14;BBDC4.SA;2022-03-31
380;38;BBDC4.SA;2022-06-27
3384;41;BBDC4.SA;2022-02-07
3857;72;PETR4.SA;2022-09-13
1643;83;RBVA11.SA;2022-12-27
292;93;BBDC4.SA;2022-11-17
1443;80;BBDC4.SA;2022-08-26
1976;35;PETR4.SA;2022-01-10
2824;29;VINO11.SA;2022-04-04
1212;25;ITUB4.SA;2022-03-02
4955;88;B3SA3.SA;2022-05-23
39;13;HGBS11.SA;2022-08-08
3005;93;MGLU3.SA;2022-02-24
4005;82;PETR4.SA;2022-08-22
4633;47;VALE3.SA;2022-05-03
3002;79;BBDC4.SA;2022-12-27
4396;36;BBDC4.SA;2022-12-28
2476;67;B3SA3.SA;2022-09-14
2925;96;RBVA11.SA;2022-09-05
919;54;RBVA11.SA;2022-05-20
690;83;MGLU3.SA;2022-07-05
1109;31;BBDC4.SA;2022-01-10
3515;28;VALE3.SA;2022-07-11
3937;31;MGLU3.SA;2022-06-13
503;52;MGLU3.SA;2022-05-06
4859;95;HGLG11.SA;2022-12-06
2302;40;ITUB4.SA;2022-08-01
1796;63;VALE3.SA;2022-12-09
951;43;ITUB4.SA;2022-06-01
4545;91;VALE3.SA;2022-12-09
2243;70;IRDM11.SA;2022-05-30
2195;74;VALE3.SA;2022-05-24
2374;55;B3SA3.SA;2022-10-19
4697;45;HGBS11.SA;2022-05-05
3176;93;IRDM11.SA;2022-01-04
1342;65;VINO11.SA;2022-11-30
888;25;RBVA11.SA;2022-08-12
2139;25;RBVA11.SA;2022-02-15
32;84;VINO11.SA;2022-02-10
938;22;MGLU3.SA;2022-02-07
1026;70;ITUB4.SA;2022-10-18
3421;23;MGLU3.SA;2022-05-31
381;82;RBVA11.SA;2022-01-17
4870;1;IRDM11.SA;2022-01-18
3920;94;B3SA3.SA;2022-02-21
186;100;FLRY3.SA;2022-11-04
2138;13;VINO11.SA;2022-01-31
3695;14;HGBS11.SA;2022-07-29
2879;30;HGBS11.SA;2022-10-04
189;70;B3SA3.SA;2022-11-14
1096;61;FLRY3.SA;2022-12-07
3622;35;RBVA11.SA;2022-01-17
4826;83;B3SA3.SA;2022-11-14
1980;54;RBVA11.SA;2022-05-19
4385;53;BBDC4.SA;2022-06-13
1404;46;MGLU3.SA;2022-05-20
4992;14;HGLG11.SA;2022-01-06
810;93;BBDC4.SA;2022-08-26
3269;13;IRDM11.SA;2022-12-15
1163;65;RBVA11.SA;2022-08-18
1004;47;IRDM11.SA;2022-12-16
3509;84;FLRY3.SA;2022-05-31
3316;58;MGLU3.SA;2022-08-11
1684;48;IRDM11.SA;2022-05-11
1348;34;RBVA11.SA;2022-05-04
2621;48;RBVA11.SA;2022-11-30
60;1;MGLU3.SA;2022-02-03
3937;48;VINO11.SA;2022-07-05
760;55;HGBS11.SA;2022-08-05
1287;42;HGLG11.SA;2022-08-05
85;8;FLRY3.SA;2022-01-06
59;21;B3SA3.SA;2022-02-24
4900;18;MGLU3.SA;2022-03-29
4034;62;MGLU3.SA;2022-04-11
88;99;FLRY3.SA;2022-09-14
1995;3;RBVA11.SA;2022-06-24
1030;22;BBDC4.SA;2022-09-13
3957;67;VINO11.SA;2022-12-14
363;26;HGBS11.SA;2022-03-28
3007;80;B3SA3.SA;2022-08-15
1567;41;RBVA11.SA;2022-02-24
3243;41;BBDC4.SA;2022-06-10
4307;66;HGBS11.SA;2022-10-21
4241;7;PETR4.SA;2022-10-19
2680;20;RBVA11.SA;2022-02-18
4426;3;HGBS11.SA;2022-01-10
1791;77;ITUB4.SA;2022-01-25
552;50;FLRY3.SA;2022-01-04
1603;69;RBVA11.SA;2022-12-05
2084;27;FLRY3.SA;2022-09-02
548;12;ITUB4.SA;2022-07-01
1265;67;FLRY3.SA;2022-11-14
374;37;BBDC4.SA;2022-10-25
2822;63;MGLU3.SA;2022-03-11
2356;45;VALE3.SA;2022-07-26
3969;6;PETR4.SA;2022-02-10
2859;69;IRDM11.SA;2022-07-28
3422;52;B3SA3.SA;2022-07-20
4070;37;VINO11.SA;2022-06-07
4599;78;ITUB4.SA;2022-07-18
4540;31;B3SA3.SA;2022-06-20
3349;73;VINO11.SA;2022-10-11
507;27;IRDM11.SA;2022-03-21
4177;40;VINO11.SA;2022-12-19
2852;21;FLRY3.SA;2022-11-18
4545;5;IRDM11.SA;2022-08-16
3780;87;BBDC4.SA;2022-02-17
4666;97;BBDC4.SA;2022-05-20
3150;14;ITUB4.SA;2022-09-14
3128;93;IRDM11.SA;2022-07-14
366;45;B3SA3.SA;2022-06-15
3786;29;MGLU3.SA;2022-07-21
1028;59;IRDM11.SA;2022-01-03
521;43;VINO11.SA;2022-09-16
2154;24;MGLU3.SA;2022-03-21
3287;100;IRDM11.SA;2022-10-05
1214;54;B3SA3.SA;2022-08-04
4553;24;IRDM11.SA;2022-12-27
3085;76;MGLU3.SA;2022-09-05
3605;13;PETR4.SA;2022-06-03
4118;47;PETR4.SA;2022-07-13
1763;2;VALE3.SA;2022-05-25
1626;28;HGLG11.SA;2022-09-12
3898;47;HGBS11.SA;2022-01-26
1001;26;HGBS11.SA;2022-12-01
715;14;RBVA11.SA;2022-11-18
2012;35;HGLG11.SA;2022-02-01
2156;29;HGLG11.SA;2022-03-10
2520;64;HGBS11.SA;2022-07-07
464;4;BBDC4.SA;2022-12-08
1433;61;VINO11.SA;2022-12-29
1483;53;ITUB4.SA;2022-01-17
3934;88;PETR4.SA;2022-04-05
4125;91;PETR4.SA;2022-07-18
2640;69;MGLU3.SA;2022-02-04
3253;83;VALE3.SA;2022-02-16
3531;27;ITUB4.SA;2022-12-14
3177;14;HGLG11.SA;2022-01-07
4508;59;IRDM11.SA;2022-09-30
817;45;ITUB4.SA;2022-10-05
4520;41;PETR4.SA;2022-12-06
798;1;PETR4.SA;2022-01-11
3292;7;IRDM11.SA;2022-07-08
4182;13;VALE3.SA;2022-04-29
3797;7;PETR4.SA;2022-06-29
1472;83;PETR4.SA;2022-03-09
2740;99;PETR4.SA;2022-08-23
1461;18;HGBS11.SA;2022-01-26
2407;70;ITUB4.SA;2022-12-27
1024;48;HGLG11.SA;2022-03-11
618;5;HGBS11.SA;2022-12-15
3436;45;B3SA3.SA;2022-05-12
2992;95;ITUB4.SA;2022-05-27
1902;45;HGBS11.SA;2022-01-04
754;85;ITUB4.SA;2022-05-30
1749;45;VINO11.SA;2022-12-19
771;85;B3SA3.SA;2022-02-10
1211;27;HGLG11.SA;2022-06-24
2236;74;FLRY3.SA;2022-06-28
240;17;ITUB4.SA;2022-11-17
918;65;VALE3.SA;2022-12-07
3122;78;PETR4.SA;2022-01-06
4984;54;MGLU3.SA;2022-09-14
485;38;PETR4.SA;2022-09-02
4552;46;RBVA11.SA;2022-05-04
1819;1;VINO11.SA;2022-03-21
681;64;BBDC4.SA;2022-12-02
4795;59;B3SA3.SA;2022-04-29
2928;86;VALE3.SA;2022-02-24
2358;53;VINO11.SA;2022-04-01
4950;47;FLRY3.SA;2022-04-05
4940;93;HGBS11.SA;2022-03-30
1758;89;RBVA11.SA;2022-01-07
4504;9;IRDM11.SA;2022-08-05
3716;6;IRDM11.SA;2022-03-10
2549;78;FLRY3.SA;2022-07-11
1148;15;RBVA11.SA;2022-11-23
4768;67;FLRY3.SA;2022-02-14
4038;12;HGLG11.SA;2022-04-13
4748;8;ITUB4.SA;2022-05-04
1171;12;IRDM11.SA;2022-11-29
1787;70;RBVA11.SA;2022-05-30
3223;5;MGLU3.SA;2022-08-17
1223;34;ITUB4.SA;2022-12-29
1748;7;IRDM11.SA;2022-07-13
1896;50;B3SA3.SA;2022-10-04
3261;81;PETR4.SA;2022-07-29
1315;34;MGLU3.SA;2022-03-11
4282;100;VALE3.SA;2022-04-07
3363;97;IRDM11.SA;2022-02-03
3141;37;RBVA11.SA;2022-02-01
3679;25;RBVA11.SA;2022-12-06
4156;32;PETR4.SA;2022-09-13
3438;96;MGLU3.SA;2022-11-04
2754;81;MGLU3.SA;2022-07-25
569;73;VALE3.SA;2022-04-18
2293;26;RBVA11.SA;2022-09-15
68;18;VALE3.SA;2022-02-23
441;43;VINO11.SA;2022-01-21
1237;5;ITUB4.SA;2022-01-04
4261;27;ITUB4.SA;2022-02-10
1038;8;VALE3.SA;2022-06-09
941;73;MGLU3.SA;2022-07-11
1289;98;VINO11.SA;2022-12-09
3203;1;IRDM11.SA;2022-11-28
2022;11;VINO11.SA;2022-10-27
2171;19;VALE3.SA;2022-03-16
1039;24;HGLG11.SA;2022-03-23
657;36;VINO11.SA;2022-01-19
4394;28;PETR4.SA;2022-07-06
3167;24;VALE3.SA;2022-12-29
796;86;ITUB4.SA;2022-01-24
4842;19;VINO11.SA;2022-12-05
3131;8;BBDC4.SA;2022-04-29
1951;31;HGBS11.SA;2022-02-04
1598;4;BBDC4.SA;2022-08-01
4485;29;VALE3.SA;2022-01-13
1962;33;HGLG11.SA;2022-09-19
280;9;PETR4.SA;2022-12-12
1794;88;RBVA11.SA;2022-11-07
3810;46;HGLG11.SA;2022-08-05
1482;39;IRDM11.SA;2022-03-08
2556;30;MGLU3.SA;2022-02-03
2654;63;BBDC4.SA;2022-12-19
4013;89;HGLG11.SA;2022-06-30
4080;29;FLRY3.SA;2022-06-28
2182;74;BBDC4.SA;2022-01-27
2028;13;HGBS11.SA;2022-03-04
4885;25;HGLG11.SA;2022-03-07
1652;63;RBVA11.SA;2022-05-12
867;69;BBDC4.SA;2022-10-06
261;26;RBVA11.SA;2022-08-16
1997;97;HGLG11.SA;2022-05-17
458;19;PETR4.SA;2022-06-27
2515;84;PETR4.SA;2022-09-29
1985;32;FLRY3.SA;2022-06-22
2315;71;IRDM11.SA;2022-05-12
1015;78;BBDC4.SA;2022-01-26
1035;64;HGLG11.SA;2022-09-16
1793;87;MGLU3.SA;2022-05-02
4931;45;ITUB4.SA;2022-07-18
1017;69;MGLU3.SA;2022-12-15
4198;46;B3SA3.SA;2022-01-05
4966;62;FLRY3.SA;2022-07-01
2557;61;FLRY3.SA;2022-03-03
3451;7;VALE3.SA;2022-05-05
1536;20;ITUB4.SA;2022-12-02
4004;30;BBDC4.SA;2022-07-22
2362;10;VINO11.SA;2022-07-29
894;2;B3SA3.SA;2022-01-25
4699;66;HGLG11.SA;2022-08-02
4442;47;ITUB4.SA;2022-03-15
4025;42;HGLG11.SA;2022-04-27
3538;48;B3SA3.SA;2022-01-27
90;77;VINO11.SA;2022-04-08
2729;45;ITUB4.SA;2022-03-25
737;37;RBVA11.SA;2022-05-30
4863;1;MGLU3.SA;2022-04-04
2714;63;IRDM11.SA;2022-06-09
4918;48;FLRY3.SA;2022-02-25
1384;60;RBVA11.SA;2022-02-07
655;70;PETR4.SA;2022-09-15
3476;75;HGBS11.SA;2022-03-08
2787;64;VINO11.SA;2022-10-21
4505;33;HGLG11.SA;2022-10-18
2820;83;PETR4.SA;2022-05-27
2063;88;IRDM11.SA;2022-12-12
1101;45;IRDM11.SA;2022-01-05
1488;29;MGLU3.SA;2022-08-23
3334;51;ITUB4.SA;2022-11-16
1177;35;B3SA3.SA;2022-07-22
1517;62;RBVA11.SA;2022-12-19
4667;51;FLRY3.SA;2022-11-25
4931;45;MGLU3.SA;2022-12-16
1252;32;RBVA11.SA;2022-10-27
2613;70;MGLU3.SA;2022-08-31
3998;81;HGLG11.SA;2022-11-29
158;33;MGLU3.SA;2022-10-17
2169;97;BBDC4.SA;2022-02-10
4690;57;BBDC4.SA;2022-10-04
4147;26;RBVA11.SA;2022-12-06
28;85;MGLU3.SA;2022-06-23
4683;89;VINO11.SA;2022-12-14
2283;61;HGBS11.SA;2022-11-30
848;61;VALE3.SA;2022-12-07
2683;18;B3SA3.SA;2022-11-16
4029;40;BBDC4.SA;2022-10-11
1823;82;VINO11.SA;2022-05-23
1319;87;FLRY3.SA;2022-08-18
1167;77;VINO11.SA;2022-01-28
4953;85;ITUB4.SA;2022-02-14
1869;32;ITUB4.SA;2022-08-30
3917;62;PETR4.SA;2022-11-30
1589;84;ITUB4.SA;2022-02-24
1161;76;BBDC4.SA;2022-05-06
2158;2;MGLU3.SA;2022-08-10
1099;67;VALE3.SA;2022-07-20
1731;85;PETR4.SA;2022-02-04
2000;65;VALE3.SA;2022-07-18
1671;76;MGLU3.SA;2022-01-20
1892;56;B3SA3.SA;2022-03-17
3540;31;RBVA11.SA;2022-11-18
3512;33;RBVA11.SA;2022-03-10
4366;26;MGLU3.SA;2022-01-31
1959;33;ITUB4.SA;2022-09-12
2631;51;FLRY3.SA;2022-06-14
856;91;FLRY3.SA;2022-01-20
949;23;VINO11.SA;2022-04-29
2913;90;HGLG11.SA;2022-04-13
397;3;RBVA11.SA;2022-02-11
142;51;HGLG11.SA;2022-05-06
2314;95;VALE3.SA;2022-08-24
935;77;MGLU3.SA;2022-10-27
4681;26;RBVA11.SA;2022-05-24
3188;90;HGBS11.SA;2022-08-31
1528;80;BBDC4.SA;2022-04-19
4878;36;BBDC4.SA;2022-02-17
3131;35;PETR4.SA;2022-05-26
1033;75;FLRY3.SA;2022-10-21
1932;66;BBDC4.SA;2022-07-19
4334;50;B3SA3.SA;2022-06-30
408;31;VINO11.SA;2022-05-25
1280;2;VINO11.SA;2022-02-07
490;18;B3SA3.SA;2022-09-19
2543;18;BBDC4.SA;2022-11-09
2845;100;VINO11.SA;2022-05-24
407;29;VALE3.SA;2022-05-19
1661;17;FLRY3.SA;2022-08-22
4590;90;ITUB4.SA;2022-09-15
4906;35;BBDC4.SA;2022-08-29
39;94;VALE3.SA;2022-08-23
4277;33;FLRY3.SA;2022-02-23
1457;24;MGLU3.SA;2022-12-19
4713;52;MGLU3.SA;2022-10-17
147;57;ITUB4.SA;2022-10-03
3985;21;VALE3.SA;2022-06-13
2920;63;MGLU3.SA;2022-07-28
2570;49;MGLU3.SA;2022-02-09
3176;93;RBVA11.SA;2022-12-21
83;43;VALE3.SA;2022-04-07
4121;93;IRDM11.SA;2022-05-27
3048;69;IRDM11.SA;2022-04-26
319;97;BBDC4.SA;2022-07-11
4157;7;FLRY3.SA;2022-08-31
1815;11;FLRY3.SA;2022-11-07
411;22;HGBS11.SA;2022-04-12
4318;3;RBVA11.SA;2022-02-08
2555;60;HGBS11.SA;2022-08-01
4696;60;ITUB4.SA;2022-09-26
3059;13;IRDM11.SA;2022-03-29
2318;62;HGLG11.SA;2022-02-17
4427;33;IRDM11.SA;2022-12-01
1537;16;VINO11.SA;2022-03-28
584;88;BBDC4.SA;2022-02-18
218;96;VINO11.SA;2022-08-17
1370;100;HGBS11.SA;2022-02-01
3590;70;BBDC4.SA;2022-11-18
2481;33;RBVA11.SA;2022-06-13
3384;39;BBDC4.SA;2022-11-21
3638;76;VINO11.SA;2022-06-01
2526;38;VINO11.SA;2022-07-15
2298;60;HGBS11.SA;2022-07-11
3660;93;FLRY3.SA;2022-04-14
3446;48;FLRY3.SA;2022-06-15
2891;14;RBVA11.SA;2022-06-30
1920;78;BBDC4.SA;2022-12-07
3306;62;HGLG11.SA;2022-02-02
2632;49;BBDC4.SA;2022-09-19
1469;38;PETR4.SA;2022-12-12
2180;91;RBVA11.SA;2022-12-02
1321;59;VINO11.SA;2022-09-16
1540;88;VALE3.SA;2022-02-01
196;35;FLRY3.SA;2022-06-24
4081;3;VALE3.SA;2022-05-06
1362;92;IRDM11.SA;2022-11-29
2309;67;HGBS11.SA;2022-09-21
109;26;IRDM11.SA;2022-04-29
2685;68;VINO11.SA;2022-06-10
3988;95;IRDM11.SA;2022-10-20
791;27;MGLU3.SA;2022-08-22
2440;10;HGLG11.SA;2022-07-01
2375;31;PETR4.SA;2022-02-08
970;64;HGLG11.SA;2022-09-16
4152;79;B3SA3.SA;2022-10-31
3483;96;PETR4.SA;2022-01-27
545;92;B3SA3.SA;2022-01-13
1278;39;FLRY3.SA;2022-05-10
4283;16;FLRY3.SA;2022-02-15
4662;94;B3SA3.SA;2022-05-16
4614;68;B3SA3.SA;2022-09-26
4009;96;HGLG11.SA;2022-05-04
3451;35;B3SA3.SA;2022-12-20
798;79;BBDC4.SA;2022-02-18
2670;33;PETR4.SA;2022-05-06
3527;12;VINO11.SA;2022-07-05
577;3;VALE3.SA;2022-01-26
731;82;IRDM11.SA;2022-06-17
1048;1;IRDM11.SA;2022-05-18
2190;32;VALE3.SA;2022-06-03
1322;40;PETR4.SA;2022-05-19
349;96;VALE3.SA;2022-07-18
1847;8;ITUB4.SA;2022-05-05
3242;28;MGLU3.SA;2022-07-13
776;80;HGBS11.SA;2022-03-31
2374;61;VALE3.SA;2022-11-07
1835;13;FLRY3.SA;2022-05-18
1356;22;HGBS11.SA;2022-04-12
223;26;FLRY3.SA;2022-10-24
4313;72;BBDC4.SA;2022-02-08
4804;37;PETR4.SA;2022-06-03
3473;90;VALE3.SA;2022-04-29
